,delay_orig_date,size,billet_size,cobble,hot_out,delay_from,delay_to,delay_minutes,total_delay_hm,area,device,agency,reason,description,delay_event_date,delay_start_time,delay_end_time,relation_status,related_df2_rows,sr,section,last_occurrence_date,date_capa,datetime_from,datetime_to,capa_delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,responsibility,target_date,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_orig_date
46,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 21:32:32,2024-12-03 22:02:41,30.15,00:30,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402144.,2024-03-12,2024-03-12 21:32:32,2024-03-12 22:02:41,related,[326],611,10 mm,,,21:32:00,22:02:00,30,SMS,MATERIAL BROKEN IN LINE.1 DUE TO BAD MATERIAL.(1C+1H). HEATNO.2402144.,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-1,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 21:32:00,2024-03-12 22:02:00,2024-03-12 00:00:00
47,2024-03-12 00:00:00,10 mm,165X165,1,1.0,2024-12-03 22:46:49,2024-12-03 23:29:43,42.9,00:43,SMS,SMS,SMS,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL. DURING THIS- STD.8 PASS CHANGED; STD.11 RE GUIDE CHANGED; BGV ALL RE GUIDE CHANGED. (1C+1H); ALSO  6 BILLET HOT OUT OF 165X165.,2024-03-12,2024-03-12 22:46:49,2024-03-12 23:29:43,related,[327],612,10 mm,,,22:46:00,23:29:00,43,SMS,MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL. DURING THIS- STD.8 PASS CHANGED; STD.11 RE GUIDE CHANGED; BGV ALL RE GUIDE CHANGED. (1C+1H); ALSO  6 BILLET HOT OUT OF 165X165.,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE-2,BILLET QUALITY IS NOT OK,INCLUSION DEFECT FOUND IN BILLET AS TELEPHONIC DISCUSSION WITH CASTER INCHARGE MR KALLESH CONFIRMED,"BILLET HEAT NUMBER- 2402142,2402143,2402144,2402145",,1. HOT CHARGE STOPPED AND COLD CHARGE STARTED TO CONTINUE ROLLING,FINAL CAPA TO BE GIVEN BY TEAM SMS ,,,DONE ,,2024-03-12,2024-03-12 22:46:00,2024-03-12 23:29:00,2024-03-12 00:00:00
48,2024-03-17 00:00:00,25 mm,150X150,1,1.0,,,26.4,00:26,GROUP SHEAR,DIVERTER,DEFAULT,DIVERTER STUCK AT FORWARD POSITION,COBBLE AFTER STAND 14 DUE TO DIVERTER STUCK AT FORWARD POSITION (1C+1H). ART 3RD CYLINER DC VALVE CHANGED. DURING THIS STAND 14 CHANGED FOR KUWAIT ROLLING. COBBLE REASON NOT FOUND. REASON TO BE ANALYSED BY CAPA TEAM.,2024-03-17,2024-03-17 00:00:00,2024-03-17 00:00:00,related,[339],627,25 mm,,,00:05:00,00:32:00,26,DIVERTER,COBBLE AFTER STAND 14 DUE TO DIVERTER STUCK AT FORWARD POSITION (1C+1H). ART 3RD CYLINER DC VALVE CHANGED. DURING THIS STAND 14 CHANGED FOR KUWAIT ROLLING. COBBLE REASON NOT FOUND. REASON TO BE ANALYSED BY CAPA TEAM.,COBBLE REMOVED AND MILL STARTED,MATERIALS HIT AT ART,APRON INTERMIDIATE POSITION OF  SYNCRONISATION  IS NOT OK,APRON POSITION NOT MATCHING AT SIMILAR CYLINDER STROKE,MUFF COUPLING IS DAMAGED AND SAHFT BENT,,"1.CYLINDER INTERNAL LEAKAGE NEED TO CHECK
2. PRESSURE REDUCING VALVE TO BE CHECKED 
3. COUPLING TO BE OPENED AND ALIGNMENT TO BE CHECKED EVERY TIME UNTIL RECEIPT OF COUPLING AND SHAFT","1.ALL DAMGE GEARED/MUFF COUPLING TO BE CHHANGED
2.nEW SHAFT TO BE REPLACED TO AVOID RUN-OUT AN ALIGNMENT 
3. PROPOSAL OF USING LVDT/DOUBLE CYLINDER TO BE ENVASIGED 
4 . PT FIXING PROPOSAL TO BE CHECKED ",,,PENDING,,2024-03-17,2024-03-17 00:05:00,2024-03-17 00:32:00,2024-03-17 00:00:00
49,2024-03-17 00:00:00,25 mm,150X150,1,1.0,,,33.43333333333333,00:33,APRON LINE,APRON,OPERATION,UNDERSHOOT,"COBBLE AFTER STAND 14 DUE TO BAR KNOCKED SOMEWHERE ON APRON ,(1C+1H)",2024-03-17,2024-03-17 00:00:00,2024-03-17 00:00:00,related,[339],627,25 mm,,,00:05:00,00:32:00,26,DIVERTER,COBBLE AFTER STAND 14 DUE TO DIVERTER STUCK AT FORWARD POSITION (1C+1H). ART 3RD CYLINER DC VALVE CHANGED. DURING THIS STAND 14 CHANGED FOR KUWAIT ROLLING. COBBLE REASON NOT FOUND. REASON TO BE ANALYSED BY CAPA TEAM.,COBBLE REMOVED AND MILL STARTED,MATERIALS HIT AT ART,APRON INTERMIDIATE POSITION OF  SYNCRONISATION  IS NOT OK,APRON POSITION NOT MATCHING AT SIMILAR CYLINDER STROKE,MUFF COUPLING IS DAMAGED AND SAHFT BENT,,"1.CYLINDER INTERNAL LEAKAGE NEED TO CHECK
2. PRESSURE REDUCING VALVE TO BE CHECKED 
3. COUPLING TO BE OPENED AND ALIGNMENT TO BE CHECKED EVERY TIME UNTIL RECEIPT OF COUPLING AND SHAFT","1.ALL DAMGE GEARED/MUFF COUPLING TO BE CHHANGED
2.nEW SHAFT TO BE REPLACED TO AVOID RUN-OUT AN ALIGNMENT 
3. PROPOSAL OF USING LVDT/DOUBLE CYLINDER TO BE ENVASIGED 
4 . PT FIXING PROPOSAL TO BE CHECKED ",,,PENDING,,2024-03-17,2024-03-17 00:05:00,2024-03-17 00:32:00,2024-03-17 00:00:00
50,2024-04-01 00:00:00,8 mm,140X140,1,,2024-01-04 16:12:41,2024-01-04 16:29:47,17.1,00:17,SMS,BGV1,SMS SOHAR STEEL,BILLET QUALITY NOT OK,FRONT COBBLE IN BGV 1 DUE TO CHIPS JAMMED IN STAND 18 DEL GUIDE. (1C).  LENGTH CHANGED FOR 12 MTR. ( HEAT NO- 1401673),2024-04-01,2024-04-01 16:12:41,2024-04-01 16:29:47,related,[357],658,8mm,,,16:12:00,16:29:00,17,BGV1,FRONT COBBLE IN BGV 1 DUE TO CHIPS JAMMED IN STAND 18 DEL GUIDE. (1C). LENGTH CHANGED FOR 12 MTR. ( HEAT NO- 1401673),COBBLE REMOVED AND MILL STARTED,COBBLE AT LINE-1 BGV,CHIPS ACCUMULATION IN SIDE BGV,,,,"1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS","1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS",,,DONE ,,2024-04-01,2024-04-01 16:12:00,2024-04-01 16:29:00,2024-04-01 00:00:00
51,2024-04-01 00:00:00,8 mm,140X140,1,1.0,2024-01-04 16:43:14,2024-01-04 16:55:44,12.5,00:13,BGV,BGV2,OPERATION,MATERIAL BROKEN,METAL BROKEN IN LINE 2 AT 98% SPEED. (1C+1H). ROLLING CONTINUE AT 97% SPEED. ( HEAT NO- 1401673),2024-04-01,2024-04-01 16:43:14,2024-04-01 16:55:44,related,[358],659,8mm,,,16:43:00,16:55:00,13,BGV2,METAL BROKEN IN LINE 2 AT 98% SPEED. (1C+1H). ROLLING CONTINUE AT 97% SPEED. ( HEAT NO- 1401673),COBBLE REMOVED AND MILL STARTED,MATERIAL BREAK IN BETWEEN PINCH ROLL 2 AND BGV (LINE 2),MATERIAL BREAK WHILE INCREASING SPEED,SPEED INCREASED AFTER FINISHNG RING CHANGED,,,,"AsS PER SOP Take only 20 billets @70% and increase speed by 5% and take 30 billets @75% .After taking  billets @75%  ramp up to 85%in the multiplies of 5 by taking 50 billets at each level.If Pinch Roll behaviour is okay wrt Torque and speed, then increase the speed in every 5 Billets.
 
NEED TO REVIEW THE SOP, AND INDICATE CLEARLY TO INCREASE THE SPEED AFTER PR GRAPHS SHOWS OK",,,,,2024-04-01,2024-04-01 16:43:00,2024-04-01 16:55:00,2024-04-01 00:00:00
52,2024-04-02 00:00:00,8 mm,140X140,1,1.0,2024-02-04 06:50:17,2024-02-04 07:05:18,15.016666666666666,00:15,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,COBBLE IN LINE 2 BGV DUE TO BAD MATERIAL.,2024-04-02,2024-04-02 06:50:17,2024-04-02 07:05:18,related,[359],661,8 mm,,,06:50:00,07:05:00,15,SMS SOHAR STEEL,COBBLE IN LINE 2 BGV DUE TO BAD MATERIAL.,COBBLE CLEARED & MILL STARTED ,BILLET QUALITY NOT OK,,,,,,,,,,,2024-04-02,2024-04-02 06:50:00,2024-04-02 07:05:00,2024-04-02 00:00:00
53,2024-04-02 00:00:00,8 mm,140X140,1,,2024-02-04 09:17:40,2024-02-04 09:44:55,27.25,00:27,COOLING BED,TWIN CHANNEL 2 A,MECHANICAL,MATERIAL HIT,UNDERSHOOT DUE TO MATERIAL HIT AT TWIN CHANNAL.,2024-04-02,2024-04-02 09:17:40,2024-04-02 09:44:55,related,[360],662,10 mm,,,09:17:00,09:44:00,27,TWIN CHANNEL 2 A,UNDERSHOOT DUE TO MATERIAL HIT AT TWIN CHANNAL.,COBBLE CLEARED & MILL STARTED ,COBBLE IN TWIN CHANNEL 2A,BAR HIT BETWEEN 40M TO 50 M,,,,"1.INSPECTION DONE BETWEEN 48M TO 50M 
2.MUFF COUPLING WELDING DONE ",1.INSPECTION AS PER CHECKLIST MUST BE DONE BEFORE 8MM ROLLING CAMPAIGN ,,,,,2024-04-02,2024-04-02 09:17:00,2024-04-02 09:44:00,2024-04-02 00:00:00
54,2024-04-03 00:00:00,10 mm,140X140,1,1.0,2024-03-04 09:12:04,2024-03-04 09:21:02,8.966666666666667,00:09,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL.(1C+1H).,2024-04-03,2024-04-03 09:12:04,2024-04-03 09:21:02,related,[361],665,10 mm,,,09:12:00,09:21:00,9,LINE 2,MATERIAL BROKEN IN LINE.2 DUE TO BAD MATERIAL.(1C+1H).,COBBLE CLEARED & MILL STARTED ,MATERIAL BROKEN AT LINE 2 BGV,,,,,,,,,,,2024-04-03,2024-04-03 09:12:00,2024-04-03 09:21:00,2024-04-03 00:00:00
55,2024-04-04 00:00:00,10 mm,165X165,1,,2024-04-04 12:58:37,2024-04-04 13:23:25,24.8,00:25,COOLING BED,TWIN CHANNEL 2 B,MECHANICAL,MATERIAL HIT,COBBLE IN TWIN CHANNEL 2B DUE TO PREVIOUS BAR NOT PROPERLY DISCHARGED SO NEXT BAR HIT AND UNDERSHOOT HAPPENED.,2024-04-04,2024-04-04 12:58:37,2024-04-04 13:23:25,related,[362],666,10 mm,,,12:58:00,13:23:00,25,TWIN CHANNEL 2 B,COBBLE IN TWIN CHANNEL 2B DUE TO PREVIOUS BAR NOT PROPERLY DISCHARGED SO NEXT BAR HIT AND UNDERSHOOT HAPPENED.,,,,,,,,,,,,,2024-04-04,2024-04-04 12:58:00,2024-04-04 13:23:00,2024-04-04 00:00:00
56,2024-04-07 00:00:00,20 mm,165X165,1,1.0,2024-07-04 21:43:40,2024-07-04 22:43:59,60.31666666666666,01:00,GROUP SHEAR,PINCH ROLL 4 B,MECHANICAL,Cylinder Internal Leakage,"COBBLE IN LINE 2, PINCH ROLL 4LINE 2 CCYLINDER NOT WORKING. PREVIOUS TAIL PC STOPPED IN LINE, PINCH ROLL 4 NOT TAKEN TORQUE. (1C+1H).",2024-04-07,2024-04-07 21:43:40,2024-04-07 22:43:59,related,[364],671,20 mm,,,21:43:00,22:43:00,60,PINCH ROLL 4 B,"COBBLE IN LINE 2, PINCH ROLL 4LINE 2 CCYLINDER NOT WORKING. PREVIOUS TAIL PC STOPPED IN LINE, PINCH ROLL 4 NOT TAKEN TORQUE. (1C+1H).",CYLINDER CHANGED MILL STARTED,CYLINDER NOT OPERATING,OPEN PARTING NUT FOUND STUCKED,LOCKING WIRE FOUND OPEN,,,"1. VALVE AND CYLINDER WERE CONTINOUSLY CHANGED AS LOCK NUT WAS NOT SEEN 
2. NEED TO IMPART TRAINING TO ENTIRE  MECH AND OPERATIONAL TEAM FOR TROUBLE SHOOTING OF CYLINDERS","1. NEED TO IMPART TRAINING TO ENTIRE MECH AND OPERATIONAL TEAM FOR TROUBLE SHOOTING OF CYLINDERS
2. WIRE LOCK NEED TO BE CHECK IN INSPECTION WHILE PARTING",,,PENDING,,2024-04-07,2024-04-07 21:43:00,2024-04-07 22:43:00,2024-04-07 00:00:00
57,2024-04-16 00:00:00,16 mm,140X140,1,2.0,2024-04-16 11:44:20,2024-04-16 11:57:34,13.233333333333333,00:13,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,MATERIAL HEAD COBBLE IN LINE 1 BGV DUE TO BAD MATERIAL.,2024-04-16,2024-04-16 11:44:20,2024-04-16 11:57:34,related,[366],681,16 mm,,,11:44:00,11:57:00,13,SMS SOHAR STEEL,MATERIAL HEAD COBBLE IN LINE 1 BGV DUE TO BAD MATERIAL.,COBBLE REMOVED AND MILL STARTED,COBBLE IN LINE B,,,,,,,,,,,2024-04-16,2024-04-16 11:44:00,2024-04-16 11:57:00,2024-04-16 00:00:00
58,2024-04-27 00:00:00,14 mm,165X165,1,1.0,2024-04-27 12:31:10,2024-04-27 12:51:33,20.383333333333333,00:20,BGV,CVR,MECHANICAL,CARRY FORWARD,COBBLE IN CVR 1 DUE TO CARRY FORWARD(1C+1H). DIVERTER CHANGE AND RESET DONE.,2024-04-27,2024-04-27 12:31:10,2024-04-27 12:51:33,related,[369],702,14 mm,,,12:31:00,12:51:00,20,CVR,COBBLE IN CVR 1 DUE TO CARRY FORWARD(1C+1H). DIVERTER CHANGE AND RESET DONE.,"DIVERTER CHANGED , COBBLE REMOVED AND MILL STARTED",HEAD STUCK BETWEEN DIVERTER FLAPPER & EXIT TRUFF,PREVIOUS BILLET TAIL PIECE CARRYFORWARD,EXIT TRUFF SIDE WALL & BASE PLATE FOUND WEAR OUT ,,,"1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)","1. OPERATION NEED TO LOCK CVR EXIT TROUGH COVER PROPERLY
2. NEED TO CHANGE THE TROUGH AND ITS COVERS
3. GAP BETWEEN THE TROUGH WAY IS NOT PROPER AND NEED TO CHANGED
4. GAP BETWEEN WEDGE AND DIVERTOR TO BE INCREASED (NEED TO TAKE TRIAL BY DECREASING GAPTO 6 MM, IF NOT SOLVED TAKE IT BACK)",,,DONE ,,2024-04-27,2024-04-27 12:31:00,2024-04-27 12:51:00,2024-04-27 00:00:00
59,2024-04-28 00:00:00,10 mm,140X140,1,1.0,2024-04-28 13:01:50,2024-04-28 13:16:59,15.15,00:15,BGV,BGV 1,OPERATION,WRONG PARTING,MATERIAL HEAD COBBLE IN STAND 20 DUE TO CHIPS.,2024-04-28,2024-04-28 13:01:50,2024-04-28 13:16:59,related,[371],704,10 mm,,,13:01:00,13:16:00,15,BGV 1,MATERIAL HEAD COBBLE IN STAND 20 DUE TO CHIPS.,COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATION IN STAND-20,STAND-19 OUTPUT STOCK TOP/BOTTOM 10.8MM INSTEAD OF 10.5MM,STAND-19 OUTPUT STOCK SIDE  19.5 INSTEAD OF 19.85MM,,,,,,,DONE ,,2024-04-28,2024-04-28 13:01:00,2024-04-28 13:16:00,2024-04-28 00:00:00
60,2024-04-28 00:00:00,10 mm,140X140,1,2.0,2024-04-28 20:18:44,2024-04-28 20:28:37,9.883333333333333,00:10,BGV,BGV1,SMS SOHAR STEEL,BILLET QUALITY NOT OK,COBBLE IN BGV 1 DUE TO CHIPS JAMMED IN STAND 18 DEL GUIDE. (1C+2H)( HEAT NO- 1402118),2024-04-28,2024-04-28 20:18:44,2024-04-28 20:28:37,related,[372],705,10 mm,,,20:18:00,20:28:00,10,BGV1,COBBLE IN BGV 1 DUE TO CHIPS JAMMED IN STAND 18 DEL GUIDE. (1C+2H)( HEAT NO- 1402118),COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,,,DONE ,,2024-04-28,2024-04-28 20:18:00,2024-04-28 20:28:00,2024-04-28 00:00:00
61,2024-04-29 00:00:00,10 mm,140X140,1,1.0,2024-04-29 15:07:44,2024-04-29 15:30:18,22.56666666666667,00:23,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,HEAD COBBLE IN LINE.1 BGV. (1C+H). HEAT NO.1402260,2024-04-29,2024-04-29 15:07:44,2024-04-29 15:30:18,related,[367],706,10 mm,,,15:07:00,15:30:00,23,BGV1 AND BGV2(BAD MATERIAL),HEAD COBBLE IN LINE.1 BGV. (1C+H). HEAT NO.1402260,COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,,,DONE ,,2024-04-29,2024-04-29 15:07:00,2024-04-29 15:30:00,2024-04-29 00:00:00
62,2024-04-29 00:00:00,8 mm,140X140,1,1.0,2024-04-29 16:54:02,2024-04-29 17:25:33,31.516666666666666,00:32,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,HEAD COBBLE IN BOTH BGV DUE TO CHIPS. (1C+H). HEAT NO.1402260,2024-04-29,2024-04-29 16:54:02,2024-04-29 17:25:33,related,[373],707,8 mm,,,16:54:00,17:25:00,32,BGV1 AND BGV2(BAD MATERIAL),HEAD COBBLE IN BOTH BGV DUE TO CHIPS. (1C+H). HEAT NO.1402260,COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,,,DONE ,,2024-04-29,2024-04-29 16:54:00,2024-04-29 17:25:00,2024-04-29 00:00:00
63,2024-04-29 00:00:00,8 mm,140X140,1,1.0,2024-04-29 17:48:09,2024-04-29 18:06:02,17.883333333333333,00:18,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS. (1C+H). HEAT NO.1402260,2024-04-29,2024-04-29 17:48:09,2024-04-29 18:06:02,related,[374],708,8 mm,,,17:48:00,18:06:00,18,BGV1 AND BGV2(BAD MATERIAL),HEAD COBBLE IN LINE.1 BGV DUE TO CHIPS. (1C+H). HEAT NO.1402260,COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,,,DONE ,,2024-04-29,2024-04-29 17:48:00,2024-04-29 18:06:00,2024-04-29 00:00:00
64,2024-04-29 00:00:00,8 mm,140X140,1,1.0,2024-04-29 19:08:44,2024-04-29 19:27:11,18.45,00:18,SMS,SMS SOHAR STEEL,SMS SOHAR STEEL,BILLET QUALITY NOT OK,COBBLE IN LINE 1 BGV DUE TO BAD MATERIAL.(1C+1H),2024-04-29,2024-04-29 19:08:44,2024-04-29 19:27:11,related,[375],709,8 mm,,,19:08:00,19:27:00,18,BGV1 AND BGV2(BAD MATERIAL),COBBLE IN LINE 1 BGV DUE TO BAD MATERIAL.(1C+1H),COBBLE REMOVED AND MILL STARTED,CHIPS ACCUMULATED DUE TO BAD MATERIAL,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,BILLET QUALITY NOT OK,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,QUALITY REPORT TO BE GIVEN BY QUALITY DEPARTMENT,,,DONE ,,2024-04-29,2024-04-29 19:08:00,2024-04-29 19:27:00,2024-04-29 00:00:00
65,2024-04-29 00:00:00,8 mm,165X165,1,1.0,2024-04-29 21:45:46,2024-04-29 22:02:02,16.266666666666666,00:16,BGV,BGV2,OPERATION,MATERIAL BROKEN,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 92 % SPEED.(1 C + 1H).,2024-04-29,2024-04-29 21:45:46,2024-04-29 22:02:02,related,[376],710,8 mm,,,21:45:00,22:02:00,16,BGV2,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 92 % SPEED.(1 C + 1H).,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AFTER BGV BEFORE BITING OF PINCH ROLL-3,FLATTERING OF MATERIAL INSIDE WATERBOX-1,,,,"1. WATER PRESSURE INCREASED  BY STARTING ADDITIONAL PUMP OF WATER BOX
2. BREAKOUT BOX CHANGED OF BGV-1
3. WATER BOX-1 STRIPPER-1 AND 2 CLOSED 70 PERCENT","1. WATER PRESSURE INCREASED  BY STARTING ADDITIONAL PUMP OF WATER BOX
2. BREAKOUT BOX CHANGED OF BGV-1
3. WATER BOX-1 STRIPPER-1 AND 2 CLOSED 70 PERCENT",,,DONE ,,2024-04-29,2024-04-29 21:45:00,2024-04-29 22:02:00,2024-04-29 00:00:00
66,2024-04-29 00:00:00,8 mm,165X165,1,1.0,2024-04-29 22:15:44,2024-04-29 22:36:21,20.616666666666667,00:21,BGV,BGV2,OPERATION,MATERIAL BROKEN,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 90 % SPEED.(1 C + 1H).,2024-04-29,2024-04-29 22:15:44,2024-04-29 22:36:21,related,[377],711,8 mm,,,22:15:00,22:36:00,21,BGV2,COBBLE IN LINE 2 BGV DUE TO MATERIAL BREAK AT 90 % SPEED.(1 C + 1H).,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AFTER BGV BEFORE BITING OF PINCH ROLL-3,FLATTERING OF MATERIAL INSIDE WATERBOX-1,,,,"1. WATER PRESSURE INCREASED  BY STARTING ADDITIONAL PUMP OF WATER BOX
2. BREAKOUT BOX CHANGED OF BGV-1
3. WATER BOX-1 STRIPPER-1 AND 2 CLOSED 70 PERCENT","1. WATER PRESSURE INCREASED  BY STARTING ADDITIONAL PUMP OF WATER BOX
2. BREAKOUT BOX CHANGED OF BGV-1
3. WATER BOX-1 STRIPPER-1 AND 2 CLOSED 70 PERCENT",,,DONE ,,2024-04-29,2024-04-29 22:15:00,2024-04-29 22:36:00,2024-04-29 00:00:00
67,2024-04-30 00:00:00,8 mm,165X165,1,1.0,2024-04-30 11:05:35,2024-04-30 11:20:15,14.666666666666666,00:15,BGV,BGV2,OPERATION,MATERIAL BROKEN,HEAD BROKEN IN LINE.2 BGV AT 100% SPEED.(1C+1H),2024-04-30,2024-04-30 11:05:35,2024-04-30 11:20:15,related,[378],712,8 mm,,,11:05:00,11:20:00,15,BGV2,HEAD BROKEN IN LINE.2 BGV AT 100% SPEED.(1C+1H),COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN IN LINE -2 AT 100% SPEED ,,,,,,,,,,,2024-04-30,2024-04-30 11:05:00,2024-04-30 11:20:00,2024-04-30 00:00:00
68,2024-04-30 00:00:00,8 mm,165X165,1,,2024-04-30 13:47:07,2024-04-30 14:05:27,18.33333333333333,00:18,COOLING BED,TWIN CHANNEL 2 A,MECHANICAL,MATERIAL HIT,UNDERSHOOT IN LINE.2A; BAR CAME OUT FROM TWC FLAPPER AT 78 MTR. (1C),2024-04-30,2024-04-30 13:47:07,2024-04-30 14:05:27,related,[379],713,8 mm,,,13:47:00,14:05:00,18,TWIN CHANNEL 2 A,UNDERSHOOT IN LINE.2A; BAR CAME OUT FROM TWC FLAPPER AT 78 MTR. (1C),COBBLE REMOVED AND MILL STARTED,UNDERSHOOT IN TAILBRAKER 2A,MATERIAL ACCUMULATE IN LINE 2A,MATERIAL FOUND STUCK IN 78 METER,,,TWIN CHANNEL TO BE CHECK,1. FLAPPER GAP TO BE CHECK 2. WATER JACKET SUPPORT TO BE CHECK ,,,,,2024-04-30,2024-04-30 13:47:00,2024-04-30 14:05:00,2024-04-30 00:00:00
69,2024-04-30 00:00:00,8 mm,165X165,1,1.0,2024-04-30 16:30:26,2024-04-30 16:55:41,25.25,00:25,SMS,SMS,SMS,BILLET QUALITY NOT OK,HEAD COBBLE IN BGV.2 DUE TO CHIPS.(1C+1H). HEAT NO.2403544,2024-04-30,2024-04-30 16:30:26,2024-04-30 16:55:41,related,[380],714,8 mm,,,16:30:00,16:55:00,25,SMS,HEAD COBBLE IN BGV.2 DUE TO CHIPS.(1C+1H). HEAT NO.2403544,COBBLE REMOVED AND MILL STARTED,COBBLE AT LINE-2 BGV,CHIPS ACCUMULATION IN SIDE BGV,,,,"1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS","1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS",,,DONE ,,2024-04-30,2024-04-30 16:30:00,2024-04-30 16:55:00,2024-04-30 00:00:00
70,2024-04-30 00:00:00,8 mm,165X165,1,1.0,2024-04-30 19:31:24,2024-04-30 19:44:59,13.583333333333334,00:14,SMS,SMS,SMS,BILLET QUALITY NOT OK,HEAD COBBLE IN LINE 2 BGV DUE TO SLIVERS IN STAND 18 DELIVERY. ALSO FOUND IN ALL RE GUIDES. (1C+1H)     HEAT NO. 2403512 165*165 BILLET,2024-04-30,2024-04-30 19:31:24,2024-04-30 19:44:59,related,[381],715,8 mm,,,19:31:00,19:44:00,14,SMS,HEAD COBBLE IN LINE 2 BGV DUE TO SLIVERS IN STAND 18 DELIVERY. ALSO FOUND IN ALL RE GUIDES. (1C+1H) HEAT NO. 2403512 165*165 BILLET,COBBLE REMOVED AND MILL STARTED,COBBLE AT LINE-2 BGV,CHIPS ACCUMULATION IN SIDE BGV,,,,"1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS","1. IN THE NEXT CENTER LINE , OPTICAL TO BE DONE FOR ALL STANDS",,,DONE ,,2024-04-30,2024-04-30 19:31:00,2024-04-30 19:44:00,2024-04-30 00:00:00
