,event_date,event_start_time,event_end_time,delay_data,capa_data
55,2024-07-17,2024-07-17 17:17,2024-07-17 17:51,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_2B
-AGENCY:MECHANICAL
-REASON:High pressure Valve Malfunctioning
-DESCRIPTION:OVERSHOOT AT LINE 2B DUE TO RESPONSE TIME IS MORE
-SIZE:10 mm
-BILLET SIZE:165X165
-DURATION:34","-EQUIPMENT:TAIL BREAKER 2_2B
-SECTION:10 mm
-PROBLEM DESCRIPTION:OVERSHOOT AT LINE 2B DUE TO RESPONSE TIME IS MORE
-RESTART STEPS:2B PNEUMATIC SYSTEM CHANGED MILL STARTED
-1Y:RESPONSE TIME 800 MS 
-2Y:LOW TO HIGH SWITCHING TIME HIGH 
-3Y:LOW PRESSURE VALVE SPOOL STUCK 
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:1) FRL TO BE REMOVED FOR INDIVISUAL LINE 
2) MAIN LUBRICATOR LINE TO BE TAKEN IN LINE 
3) MAIN LUBRICATOR TO BE CHANGE 
4) PIPE LINE TO BE MODIFIED 1A & 2B FROM ONE HEADER & 1B & 2A FROM ONE HEADER LINE 
-PREVENTIVE ACTION:1) FRL TO BE REMOVED FOR INDIVISUAL LINE 
2) MAIN LUBRICATOR LINE TO BE TAKEN IN LINE 
3) MAIN LUBRICATOR TO BE CHANGE 
4) PIPE LINE TO BE MODIFIED 1A & 2B FROM ONE HEADER & 1B & 2A FROM ONE HEADER LINE 
-ACTUAL ACTION TAKEN:nan"
56,2024-07-17,2024-07-17 19:00,2024-07-17 19:29,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 2_2B
-AGENCY:MECHANICAL
-REASON:High pressure Valve Malfunctioning
-DESCRIPTION:OVERSHOOT HAPPENED IN TAIL BRAKER 2B DUE TO MAX PRESSURE ACHIEVED UP TO ONLY 5.4 BAR ONLY, BOTH PNEUMATIC SYSTEM AND CYLINDER CHANGED. (1C)
-SIZE:10 mm
-BILLET SIZE:165X165
-DURATION:28","-EQUIPMENT:TAIL BREAKER 2_2B
-SECTION:10 mm
-PROBLEM DESCRIPTION:OVERSHOOT HAPPENED IN TAIL BRAKER 2B DUE TO MAX PRESSURE ACHIEVED UP TO ONLY 5.4 BAR ONLY, BOTH PNEUMATIC SYSTEM AND CYLINDER CHANGED. (1C)
-RESTART STEPS:2B PNEUMATIC SYSTEM CHANGED MILL STARTED
-1Y:RESPONSE TIME 800 MS 
-2Y:LOW TO HIGH SWITCHING TIME HIGH 
-3Y:LOW PRESSURE VALVE SPOOL STUCK 
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:1) FRL TO BE REMOVED FOR INDIVISUAL LINE 
2) MAIN LUBRICATOR LINE TO BE TAKEN IN LINE 
3) MAIN LUBRICATOR TO BE CHANGE 
4) PIPE LINE TO BE MODIFIED 1A & 2B FROM ONE HEADER & 1B & 2A FROM ONE HEADER LINE 
-PREVENTIVE ACTION:1) FRL TO BE REMOVED FOR INDIVISUAL LINE 
2) MAIN LUBRICATOR LINE TO BE TAKEN IN LINE 
3) MAIN LUBRICATOR TO BE CHANGE 
4) PIPE LINE TO BE MODIFIED 1A & 2B FROM ONE HEADER & 1B & 2A FROM ONE HEADER LINE 
-ACTUAL ACTION TAKEN:nan"
57,2024-07-21,2024-07-21 09:17,2024-07-21 09:27,"-AREA:COOLING BED
-DEVICE:TAIL BREAKER 1_2B
-AGENCY:MECHANICAL
-REASON:High pressure Valve Malfunctioning
-DESCRIPTION:COBBLE AT TAIL BRAKER 2B NOT TAKEN TORQUE (DELAY ANALYSIS BY CAPA TEAM)
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:10","-EQUIPMENT:TAIL BREAKER 1_2B
-SECTION:12 mm
-PROBLEM DESCRIPTION:COBBLE AT TAIL BRAKER 2B NOT TAKEN TORQUE (DELAY ANALYSIS BY CAPA TEAM)
-RESTART STEPS:SECTION CHANGE TAKEN & MILL STARTED 
-1Y:MATERIAL COBBLE 
-2Y:COUPLING BOLTS BROKEN & DISTANCE PIECE CAME OUT 
-3Y:COUPLING BOLTS WERE LOOSED 
-4Y:STANDERD BOLTS NOT FIXED 
-5Y:nan
-CORRECTIVE ACTION:ALLEN BOLTS FIXED & COUPLING FIXED 
-PREVENTIVE ACTION:1. SANDERD COUPLING BOLTS TO BE FIXED                                                                                   2. COUPLING ALIGNMENT TO BE CHECK                                                                                      3. DEDICATED TEAM TO BE DEPLOY FOR TAIL BREAKER DAILY CHECKING                                                                                                        4. CHECKLIST TO BE DEVELOPED FOR TAIL BREAKER CHECKING 
-ACTUAL ACTION TAKEN:nan"
58,2024-08-01,2024-08-01 18:49,2024-08-01 19:03,"-AREA:Cooling bed
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:ELECTRICAL
-REASON:Drive Tripped
-DESCRIPTION:COBBLE IN LINE.1A DUE TO TB2 1A COMULATIVE ALARM.(1C+1H).
-SIZE:14 mm
-BILLET SIZE:165X165
-DURATION:15","-EQUIPMENT:TAIL BRAKER-2
-SECTION:14MM
-PROBLEM DESCRIPTION:TB2_1A STOPPED
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED
-1Y:TB2_1A STOPPED
-2Y:INPUT VOLTAGE MINIMUM  DETECTION ALARAM CAME
-3Y:MAIN VOLTAGE DOWN DURING BRAKING
-4Y:INCOMING VOLTAGE CHECKED IN CDP FOUND OHK
-5Y:nan
-CORRECTIVE ACTION:1. COBBLE REMOVED AND MILL STARTED
2. INPUT VOLTAGE CHECKED IN DRIVE CDP PANEL
3. PARAMETER CHECKED FOR MAINS VOLTAGE AND TIME DELAY FOR STOPPING OF MOTOR
-PREVENTIVE ACTION:1. TIME DELAY INCREASED FROM 500MS TO 1000MS
2.FURTHER ANALYSIS TO BE DONE TO GET THE ROOT CAUSE
3. INPUT VOLTAGE TO BE INCREASED FROM TRANSFORMER SECONDARY DURING ANNUAL SHUTDOWN
-ACTUAL ACTION TAKEN:nan"
59,2024-08-22,2024-08-22 00:14,2024-08-22 00:30,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:OPERATION
-REASON:OVERSHOOT
-DESCRIPTION:OVERSHOOT IN LINE 1 AS TAIL BRAKER DROPPAGE IS NOT OK. (1C)
-SIZE:12 MM
-BILLET SIZE:165X165
-DURATION:16","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
60,2024-08-31,2024-08-31 00:00,2024-08-31 00:27,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_1B
-AGENCY:OPERATION
-REASON:RING NOT HEATED AFTER RING CHANGE
-DESCRIPTION:OVERSHOOT IN TAIL BRAKER 1B. (1C).
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:27","-EQUIPMENT:TAIL BREAKER 2_1B
-SECTION:8 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN TAIL BRAKER 1B. (1C).
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
61,2024-09-08,2024-09-08 02:31,2024-09-08 02:58,"-AREA:COOLING BED
-DEVICE:COOLING BED
-AGENCY:MECHANICAL
-REASON:TRIPPED WITH HIGH TORQUE
-DESCRIPTION:ONE BILLET HOT OUT AND ONE MANUALLY CHOPPED  AS COOLING BED CHAIN GETTING TRIPPED. ( 1 C+1 HOT OUT )
-SIZE:20 mm
-BILLET SIZE:165X165
-DURATION:27","-EQUIPMENT:COOLING BED
-SECTION:20 mm
-PROBLEM DESCRIPTION:ONE BILLET HOT OUT AND ONE MANUALLY CHOPPED AS COOLING BED CHAIN GETTING TRIPPED. ( 1 C+1 HOT OUT )
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
62,2024-09-16,2024-09-16 06:04,2024-09-16 07:01,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:Mechanical
-REASON:PHNUMATIC SYSTEM CHANGED
-DESCRIPTION:OVERSHOOT IN TAIL BRAKER 1A SO PENUMATIC SYSTEM CHANGED TWICE.
-SIZE:10 mm
-BILLET SIZE:165X165
-DURATION:57","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:10 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN TAIL BRAKER 1A SO PENUMATIC SYSTEM CHANGED TWICE.
-RESTART STEPS:1. COBBLE REMOVED
2. TWO NUMBERS FLAPPER REPLACED
3.GAP WAS FILLED FROM 36METRE TO 42METRE WITH 6MM WIRE ROD TO FULFILL THE GAP
-1Y:UNDERSHOOT IN LINE2B
-2Y:MATERIAL GETTING OUT FROM 36METRE TWC2B
-3Y:MORE GAP BETWEEN FLAPPER AND WATER JACKET
-4Y:MUFFCOUPLING BOLTS WEAR OUT
-5Y:nan
-CORRECTIVE ACTION:1. COBBLE REMOVED
2. TWO NUMBERS FLAPPER REPLACED
3.GAP WAS FILLED FROM 36METRE TO 42METRE WITH 6MM WIRE ROD TO FULFILL THE GAP
-PREVENTIVE ACTION:1. WATER JACKET ALLIGNMENT
2. INSPECTION TO BE DONE EVERY STOPPAGE
3. TO BE CHANGED AND RECTIFIED IN UPCOMING SHUTDOWN
-ACTUAL ACTION TAKEN:nan"
63,2024-09-17,2024-09-17 18:14,2024-09-17 20:08,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 2 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 2B DUE TO MATERIAL HIT IN TWIN CHANNAL SO FLAPPER CHANGED AND GAP FILLED.
-SIZE:8 mm
-BILLET SIZE:165X165
-DURATION:114","-EQUIPMENT:TWIN CHANNEL 2 B
-SECTION:8 mm
-PROBLEM DESCRIPTION:UNDERSHOOT IN LINE 2B DUE TO MATERIAL HIT IN TWIN CHANNAL SO FLAPPER CHANGED AND GAP FILLED.
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
64,2024-09-20,2024-09-20 10:31,2024-09-20 13:28,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECH+ELEC
-REASON:UNDERSHOOT IN TWC
-DESCRIPTION:UNDERSHOOT DUE TO TWIN CHANNAL 1 A POSITION GOES OUT ..*ELEC DELAY NOT ACCEPTED. MATERIAL DIDN'T DROP PROPERLY FROM 1A AND THEN INCOMING BAR HIT. BEFORE COBBLE SPARKS OBSERVED IN TWC 1A IN FEW BILEET ROLLING.
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:177","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:12 mm
-PROBLEM DESCRIPTION:UNDERSHOOT DUE TO TWIN CHANNAL 1 A POSITION GOES OUT ..*ELEC DELAY NOT ACCEPTED. MATERIAL DIDN'T DROP PROPERLY FROM 1A AND THEN INCOMING BAR HIT. BEFORE COBBLE SPARKS OBSERVED IN TWC 1A IN FEW BILEET ROLLING.
-RESTART STEPS:MECHANICAL- 1A (0-6MTR) FLAPPER NO-2&3 CHANGED & WATER JACKET SUPPORT WELDING DONE AT 33,54MTR.                                                                                                    ELECTRICAL - 1A BOTH SECTION ENCODER CHANGED & 1B BREAK CHANGED 
-1Y:MATERIAL UNDERSHOOT IN 1A 
-2Y:BEFORE COBBLE MATERIAL OBSERVED THAT 1A SECTION-2 FOUND 65 DEGREE OPEN 
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:MECHANICAL- 1A (0-6MTR) FLAPPER NO-2&3 CHANGED & WATER JACKET SUPPORT WELDING DONE AT 33,54MTR.                                                                                                    ELECTRICAL - 1A BOTH SECTION ENCODER CHANGED & 1B BREAK CHANGED 
-PREVENTIVE ACTION:MECHANICAL- 1A (0-6MTR) FLAPPER NO-2&3 CHANGED & WATER JACKET SUPPORT WELDING DONE AT 33,54MTR.                                                                                                    ELECTRICAL - 1A BOTH SECTION ENCODER CHANGED & 1B BREAK CHANGED 
-ACTUAL ACTION TAKEN:nan"
65,2024-09-20,2024-09-20 13:38,2024-09-20 14:02,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_1A
-AGENCY:Mechanical
-REASON:PHNUMATIC SYSTEM CHANGED
-DESCRIPTION:OVERSHOOT IN LINE 1 DUE TO TAIL BRAKER 1A PRESSURE NOT GOES TO ZERO.
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:24","-EQUIPMENT:TAIL BREAKER 2_1A
-SECTION:12 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE 1 DUE TO TAIL BRAKER 1A PRESSURE NOT GOES TO ZERO.
-RESTART STEPS:1A PNEUMATIC SYSTEM CHANGED & MILL STARTED 
-1Y:LOW PRESSURE NOT GOING ZERO & HIGH PRESSURE NOT ACHIEVE 
-2Y:hIGH PRESSURE VALVE SPOOL STUCK & AIR IS PASSING 
-3Y:DUST FOUND INSIDE VALVE 
-4Y:DUST COMING FROM AIR INLET LINE 
-5Y:nan
-CORRECTIVE ACTION:PNEUMATIC LINE FLUSHING TO BE DONE 
-PREVENTIVE ACTION:1. FILTER TO BE FIXED IN MAIN INLET LINE 2. PLAN TO CHANGE CYLINDER WITH PNEUMATIC SYSTEM  
-ACTUAL ACTION TAKEN:nan"
66,2024-09-21,2024-09-21 02:36,2024-09-21 02:42,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECH+ELEC
-REASON:nan
-DESCRIPTION:UNDERSHOOT IN TWC.1A OUT OF POSITION.(1C+1H)
-SIZE:12 mm
-BILLET SIZE:165X165
-DURATION:6","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
67,2024-10-04,2024-10-04 14:46,2024-10-04 15:28,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:COBBLE AT TWIN CHANNEL 1B AND 2A. BAR CAME OUT OUT FROM TWIN CHANNEL 1B AT 72 MTR. (1C+1H)
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:43","-EQUIPMENT:TWIN CHANNEL 1 B
-SECTION:8mm
-PROBLEM DESCRIPTION:COBBLE AT TWIN CHANNEL 1B AND 2A. BAR CAME OUT OUT FROM TWIN CHANNEL 1B AT 72 MTR. (1C+1H)
-RESTART STEPS:COBBLE REMOVED, LINE CHECKED AND MILL STARTED
-1Y:COBBLE DETECTION CAME FROM TWC 1B
-2Y:MATERIAL NOT DISCHARGE PROPERLY
-3Y:MATERIAL HIT IN LINE
-4Y:MATERIAL HEAD HIT & CAMEOUT FROM TUNNEL
-5Y:MATERIAL STUCK IN LINE
-CORRECTIVE ACTION:TWC WATER JACKET JERKING  CHECKING
-PREVENTIVE ACTION:1- TUNNEL GAPS CHECKING. 2.  WATER JACKET SUPPORTS CHECKING
-ACTUAL ACTION TAKEN:nan"
68,2024-10-04,2024-10-04 17:28,2024-10-04 18:06,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:Water jacket Dislocated
-DESCRIPTION:COBBLE AT TWIN CHANNEL 1B. (1C+1H)
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:39","-EQUIPMENT:TWIN CHANNEL 1 B
-SECTION:8mm
-PROBLEM DESCRIPTION:COBBLE AT TWIN CHANNEL 1B. (1C+1H)
-RESTART STEPS:COBBLE REMOVED AND MILL STARTED

-1Y:COBBLE DETECTION CAME FROM DIVIDING SHEAR
-2Y:BAR CAME OUT FROM DIVIDING SHEAR
-3Y:MATERIAL FLUTTERING
-4Y:DIVERTER NOZZLE WORN OUT
-5Y:DIVERTER NOZZLE WORN OUT
-CORRECTIVE ACTION:NOZZLE PART TO CHANGE 
-PREVENTIVE ACTION:NOZZLE PART TO CHANGE 
-ACTUAL ACTION TAKEN:nan"
69,2024-10-05,2024-10-05 05:48,2024-10-05 06:43,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:ELECTRICAL
-REASON:UNDERSHOOT IN TWC
-DESCRIPTION:COBBLE IN TWIN CHANNEL 1A DUE TO TWIN CHANNEL CYCLE ERROR. (1C+1H). DURING THIS DELAY - STD.11, 12, 13, 14 - PASS & RE GUIDE CHANGED; BGV - ALL RE GUIDE CHANGED.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:28","-EQUIPMENT:TWIN CHANNEL 1 A
-SECTION:8mm
-PROBLEM DESCRIPTION:COBBLE IN TWIN CHANNEL 1A DUE TO TWIN CHANNEL CYCLE ERROR. (1C+1H)
-RESTART STEPS:COBBLE REMOVED, LINE CHECKED & MILL STARTED
-1Y:BAR HITTING AT LINE TWC 1A
-2Y:COBBLE DETECTION CAME FROM LINE 1A
-3Y:DRIVE UNIT FOUND 13 DEG OUT FROM HOME POSITION
-4Y:UNEVEN CYCLE TAKEN
-5Y:DURING OPERATION, TWC NOT STOPPING AT ZERO , DUE TO ANY RESTRICTION IT IS OPENING 13 DEGREE
-CORRECTIVE ACTION:CYCLE SPEED DICREASED FROM 90% TO 80%
-PREVENTIVE ACTION:CYCLE SPEED DICREASED FROM 90% TO 80%
TO BE THOROUGHLY CHECKED DURING ANY MSD
-ACTUAL ACTION TAKEN:nan"
70,2024-10-11,2024-10-11 20:20,2024-10-11 20:59,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_2B
-AGENCY:MECHANICAL
-REASON:Cylinder Extention Rod Broken
-DESCRIPTION:OVERSHOOT IN LINE 2B DUE TO TAIL BRAKER 2B CYLENDER ROD BROKEN DURING THIS STAND 08, 13 CHANGED, STAND 14 PASS CHANGED, BOTH BGV ALL RE GUIDE CHANGED, MILL AND WATERBOX CHECKED.
-SIZE:20 mm
-BILLET SIZE:165X165
-DURATION:40","-EQUIPMENT:TAIL BREAKER 2_2B
-SECTION:20 mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE 2B DUE TO TAIL BRAKER 2B CYLINDER ROD BROKEN DURING THIS STAND 08, 13 CHANGED, STAND 14 PASS CHANGED, BOTH BGV ALL RE GUIDE CHANGED, MILL AND WATERBOX CHECKED.
-RESTART STEPS:CYLINDER REPLACED AND MILL STARTED
-1Y:SH-1 CHOPPING AND COBBLE HAPPENED IN LINE-2
-2Y:OVERSHOOT IN LINE-2 (2B)
-3Y:BRAKING FROM TAIL BRAKER DIDNOT HAPPEN
-4Y:CYLINDER ROD BROKEN OF TB2-2B PNEUMATIC CYLINDER
-5Y:MUDDY,DUSTY,MOISTURE FOUND INSIDE CYLINDER ROD AFTER CYLINDER DISASSEMBELY
-CORRECTIVE ACTION:CYLINDER REPLACED 
COBBLE REMOVED AND MILL STARTED
-PREVENTIVE ACTION:1. ACCUMULATOR TO BE DRAIN OUT EVERY MONTHLY BY WTP
2. PARTING TO BE CROSS CHECKED DURING EVERY SECTION CHANGE BY MECHANICAL
-ACTUAL ACTION TAKEN:nan"
71,2024-10-14,2024-10-14 20:40,2024-10-14 21:05,"-AREA:TAIL BRAKER-2
-DEVICE:TAIL BREAKER 2_1B
-AGENCY:MECHANICAL
-REASON:Low pressure Regulator malfunctioning
-DESCRIPTION:OVERSHOOT DUE TO TB.1B PRESSURE NOT OK. DURING THIS DELAY- STD.2- CHANGED (STD.2 MIDDLE COVER FOUND BROKEN); BGV FINISHING RING CHANGED; SLITTER, STD.14 & BGV - RE GUIDE CHANGED. (1C+1H).
-SIZE:10 mm
-BILLET SIZE:140X140
-DURATION:25","-EQUIPMENT:TAIL BRAKER2-1B
-SECTION:10mm
-PROBLEM DESCRIPTION:OVERSHOOT IN LINE-1B AS HIGH PRESSURE VALVE DIDNOT OPERATE
-RESTART STEPS:PNEUMATIC SYSTEM CHANGED
COBBLE/OVERSHOOT REMOVED
MILL STARTED
-1Y:OVERSHOOT AT 1B
-2Y:PNEUMATIC SYSTEM MALFUNCTIONING SO BRAKING DIDNOT HAPPEN
-3Y:HIGH PRESSURE DIDNOT ACHIEVED
-4Y:LOW PRESSURE/HIGH  PRESSURE VALVE STUCK UP DURING OPERATION
-5Y:nan
-CORRECTIVE ACTION:TB2_1B PNEUMATIC SYSTEM REPLACEMENT
COBBLE/OVERSHOOT REMOVAL
-PREVENTIVE ACTION:1. MOISTURE FROM RECEIVER TANK  TO BE DRAINED REGULARLY
2. OIL TO BE FILLED IN FRL FOR LUBRICATION
3.VALVE CHANGING FREQUENCY TO BE DECIDED
-ACTUAL ACTION TAKEN:nan"
72,2024-11-09,2024-11-09 18:46,2024-11-09 19:12,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 A
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 1A DUE TO MATERIAL HIT AT TWIN CHANNAL.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:26","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
73,2024-11-09,2024-11-09 22:21,2024-11-09 22:52,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:31","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
74,2024-11-09,2024-11-09 23:20,2024-11-09 00:00,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:39","-EQUIPMENT:nan
-SECTION:nan
-PROBLEM DESCRIPTION:nan
-RESTART STEPS:nan
-1Y:nan
-2Y:nan
-3Y:nan
-4Y:nan
-5Y:nan
-CORRECTIVE ACTION:nan
-PREVENTIVE ACTION:nan
-ACTUAL ACTION TAKEN:nan"
75,2024-11-10,2024-11-10 00:19,2024-11-10 01:04,"-AREA:TWIN CHANNEL
-DEVICE:TWIN CHANNEL 1 B
-AGENCY:MECHANICAL
-REASON:MATERIAL HIT
-DESCRIPTION:UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.
-SIZE:8 mm
-BILLET SIZE:140X140
-DURATION:46","-EQUIPMENT:TWIN CHANNEL 1 B
-SECTION:8 mm
-PROBLEM DESCRIPTION:UNDERSHOOT IN LINE 1B DUE TO MATERIAL HIT AT TWIN CHANNAL.
-RESTART STEPS:1) COBBLE REMOVED 
2) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
3)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
4)PINCH ROLL_4A RINGS CHANGED WITH NEW RING(MORE ROLL DIAMETER)
-1Y:COBBLE DETECTION AT LINE_01 DIVIDE SHEAR 
-2Y:IMPROPER  CUTTING FROM DIVIDE SHEAR 
-3Y:LOOPING BETWEEN PR4 AND TAIL BRAKER
-4Y:SPEED DIFFERENCE BETWEEN UPSTREAM AND DOWNSTREAM EQUIPMENT
-5Y:nan
-CORRECTIVE ACTION:1) CVAH_01 DIVERTER SWITCH PIPE CHANGED, ALIGNMENT DONE 
2) CVAH_01 EXIT TROUGHS  CHANGED ALIGNMENT DONE 
3) TAIL BRAKER ENTRY EXIT TRUFFF CHANGED FROM LINE_1 TO LINE_2  
4)PINCH ROLL_5A BYPASSED 
5)DIVIDE SHEAR LEAD SPEED INCREASED 0.5
6) PR_2A,3A,4A PULL DECREASED BY 1% & TAIL BRAKER PULL INCREASED 1% 
7)DIVIDING SHEAR BLADES CHANGED & OVERLAP INCREASED FROM 0.2 TO 0.4
8)PINCH ROLL_4A RINGS CHANGED
-PREVENTIVE ACTION:1. BLADE OVERLAP TO BE MAINTAINED 0.2MM  FOR 8MM ROLLING
2. PINCH ROLL TO BE USED OF MAXIMUM DIAMETER 
3. ALL ENTRY /EXIT TROUGHS ,FUNNELS OF PINCH ROLL TO BE IN OK CONDITION
4. CVAH-1 TO BE RESET WITH 1MM TEMPLATE
-ACTUAL ACTION TAKEN:nan"
76,2024-11-17,2024-11-17 18:14,2024-11-17 18:34,"-AREA:DEFAULT
-DEVICE:TWIN CHANNEL
-AGENCY:MECHANICAL
-REASON:DEFAULT
-DESCRIPTION:UNDERSHOOT AT LINE 2B DUE TO BAR STOP SOME WHERE AT TWIN CHANNEL/COOLING BED.COBBLE TO BE ANALYSIS BY CAPA TEAM
-SIZE:20 mm
-BILLET SIZE:165X165
-DURATION:19","-EQUIPMENT:TWIN CHANNEL
-SECTION:20 mm
-PROBLEM DESCRIPTION:UNDERSHOOT AT LINE 2B DUE TO BAR STOP SOME WHERE AT TWIN CHANNEL/COOLING BED.COBBLE TO BE ANALYSIS BY CAPA TEAM
-RESTART STEPS:UNDERSHOOT REMOVED AND MILL STARTED
-1Y:UNDERSHOOT DETECTED IN LINE-2B
-2Y:MATERIAL STOPPED AT TAIL BRAKER AND SPEED DROPPED TO ZERO
-3Y:TAIL BRAKER -2B TAKEN MORE TORQUE FROM LAST TWO BARS(120%)
-4Y:TOP HUB BUSH BEARING SEIZED 
-5Y:TOP HUB BUSH BEARING LUBE LINE BROKEN 
-CORRECTIVE ACTION:1.TB_2B GEAR BOX CHANGED 
-PREVENTIVE ACTION:1.GEAR BOX ONBOARD LUBE LINE PIPELINE LENGTH SHORTENED 
2.PIPELINE TO BE REPLACED FROM CS TO SS 
-ACTUAL ACTION TAKEN:nan"
